Yield_mean,Predicted_Yield,Prediction_Uncertainty,Crop_type,FIELDID,Year,Week
7.31,7.3468647,0.1344143,Maize,FS109518,2018,30
7.31,7.3983765,0.14317815,Maize,FS109518,2018,35
7.31,7.4621124,0.18782507,Maize,FS109518,2018,36
7.31,7.2074327,0.23333749,Maize,FS109518,2018,38
7.31,7.296939,0.15181786,Maize,FS109518,2018,40
7.31,7.509153,0.17949641,Maize,FS109518,2018,42
7.31,7.35085,0.17209674,Maize,FS109518,2018,48
7.31,7.3431697,0.17083426,Maize,FS109518,2018,52
6.99,7.0487237,0.24106355,Maize,FS109518,2019,3
6.99,6.933378,0.247278,Maize,FS109518,2019,19
6.99,6.9772296,0.15646961,Maize,FS109518,2019,20
6.99,7.0313735,0.17297658,Maize,FS109518,2019,22
6.99,7.0441036,0.15958028,Maize,FS109518,2019,26
6.99,6.9607277,0.19075148,Maize,FS109518,2019,27
6.99,6.99113,0.19408566,Maize,FS109518,2019,29
6.99,7.022075,0.16017427,Maize,FS109518,2019,32
6.99,7.1330147,0.17620635,Maize,FS109518,2019,36
6.99,7.1291137,0.1618502,Maize,FS109518,2019,38
6.99,7.017905,0.17492217,Maize,FS109518,2019,39
6.99,7.064242,0.15650772,Maize,FS109518,2019,41
6.99,7.066049,0.16196708,Maize,FS109518,2019,43
6.99,6.965067,0.29652625,Maize,FS109518,2019,48
3.48,3.2738001,0.2585969,Maize,FS109518,2020,6
3.48,3.3756971,0.22908202,Maize,FS109518,2020,8
3.48,3.722545,0.4330289,Maize,FS109518,2020,10
3.48,3.2659605,0.27733412,Maize,FS109518,2020,13
3.48,3.6473832,0.33380622,Maize,FS109518,2020,16
3.48,3.3570545,0.2703551,Maize,FS109518,2020,18
3.48,3.7117782,0.3237191,Maize,FS109518,2020,20
3.48,3.3817868,0.2104454,Maize,FS109518,2020,23
3.48,3.6014483,0.2411384,Maize,FS109518,2020,25
3.48,3.7464287,0.33390164,Maize,FS109518,2020,28
3.48,3.4596994,0.3863958,Maize,FS109518,2020,32
3.48,3.467317,0.27604064,Maize,FS109518,2020,34
3.48,3.6421158,0.3178829,Maize,FS109518,2020,35
3.48,3.565135,0.33247948,Maize,FS109518,2020,37
3.48,3.6286154,0.35157472,Maize,FS109518,2020,39
3.48,3.4994335,0.3730126,Maize,FS109518,2020,42
3.48,3.2366533,0.23672253,Maize,FS109518,2020,47
3.48,3.467331,0.26840067,Maize,FS109518,2020,51
3.48,3.2698221,0.3590761,Maize,FS109518,2022,6
3.48,3.0462403,0.35984,Maize,FS109518,2022,7
3.48,3.196398,0.33577648,Maize,FS109518,2022,11
3.48,3.1638184,0.34689587,Maize,FS109518,2022,14
3.48,2.7076395,0.3550761,Maize,FS109518,2022,18
3.48,3.2597806,0.2894327,Maize,FS109518,2022,21
3.48,3.5278866,0.27007797,Maize,FS109518,2022,23
3.48,3.2233965,0.30841663,Maize,FS109518,2022,26
3.48,2.87512,0.35534993,Maize,FS109518,2022,28
3.48,3.5930314,0.33450723,Maize,FS109518,2022,30
3.48,3.4754899,0.3528895,Maize,FS109518,2022,31
3.48,3.3245194,0.28303242,Maize,FS109518,2022,33
3.48,3.403919,0.34084344,Maize,FS109518,2022,50
6.79,6.7343054,0.24144363,Maize,FS109518,2023,7
6.79,7.1298356,0.37091294,Maize,FS109518,2023,9
6.79,6.6434717,0.4120177,Maize,FS109518,2023,10
6.79,7.0461493,0.3655916,Maize,FS109518,2023,14
6.79,7.289354,0.50782615,Maize,FS109518,2023,17
6.79,7.070738,0.40439653,Maize,FS109518,2023,21
6.79,6.345533,0.46526444,Maize,FS109518,2023,24
6.79,7.1455994,0.3934432,Maize,FS109518,2023,26
6.79,7.0319214,0.30118677,Maize,FS109518,2023,27
6.79,6.7292376,0.35914987,Maize,FS109518,2023,29
6.79,6.864566,0.25758308,Maize,FS109518,2023,33
6.79,6.94873,0.25640523,Maize,FS109518,2023,34
6.79,6.6448436,0.31610352,Maize,FS109518,2023,36
6.79,6.692708,0.3388127,Maize,FS109518,2023,39
6.79,6.6038485,0.36907092,Maize,FS109518,2023,45
6.79,6.6058354,0.33831018,Maize,FS109518,2023,46
6.79,6.6302075,0.33518666,Maize,FS109518,2023,50
6.79,6.653268,0.3625972,Maize,FS109518,2023,52
7.56,7.4285393,0.233287,Maize,FS109545,2018,6
7.56,7.534517,0.18188101,Maize,FS109545,2018,7
7.56,7.36143,0.29288074,Maize,FS109545,2018,11
7.56,7.548231,0.19932729,Maize,FS109545,2018,14
7.56,7.6071863,0.20774016,Maize,FS109545,2018,19
7.56,7.7312956,0.29355782,Maize,FS109545,2018,24
7.56,7.6120386,0.14187893,Maize,FS109545,2018,26
7.56,7.521007,0.16529666,Maize,FS109545,2018,30
7.56,7.5307183,0.29118404,Maize,FS109545,2018,33
7.56,7.6107206,0.19090906,Maize,FS109545,2018,35
7.56,7.724668,0.19117615,Maize,FS109545,2018,36
7.56,7.4595537,0.2173701,Maize,FS109545,2018,38
7.56,7.5377245,0.17153446,Maize,FS109545,2018,40
7.56,7.620741,0.20719188,Maize,FS109545,2018,42
7.56,7.58073,0.16860916,Maize,FS109545,2018,48
7.56,7.505121,0.15901811,Maize,FS109545,2018,52
7.58,7.272409,0.3522698,Maize,FS109545,2019,3
7.58,7.1576824,0.37090024,Maize,FS109545,2019,19
7.58,7.217032,0.22415715,Maize,FS109545,2019,20
7.58,7.2381444,0.2853489,Maize,FS109545,2019,22
7.58,7.1375413,0.32341662,Maize,FS109545,2019,26
7.58,7.2276444,0.22485921,Maize,FS109545,2019,27
7.58,7.27872,0.24417913,Maize,FS109545,2019,29
7.58,7.0652404,0.26709312,Maize,FS109545,2019,32
7.58,7.4820185,0.211371,Maize,FS109545,2019,36
7.58,7.33596,0.18597591,Maize,FS109545,2019,38
7.58,7.193094,0.2812237,Maize,FS109545,2019,39
7.58,7.381245,0.23111783,Maize,FS109545,2019,41
7.58,7.2840443,0.33924687,Maize,FS109545,2019,43
7.58,7.167143,0.35820335,Maize,FS109545,2019,48
3.21,3.3946886,0.31897405,Maize,FS109545,2020,6
3.21,3.369465,0.35713258,Maize,FS109545,2020,8
3.21,4.245144,0.72740304,Maize,FS109545,2020,10
3.21,3.3128998,0.36175758,Maize,FS109545,2020,13
3.21,3.6235116,0.54744506,Maize,FS109545,2020,16
3.21,3.247321,0.2900213,Maize,FS109545,2020,18
3.21,3.4088883,0.4463344,Maize,FS109545,2020,20
3.21,3.8279278,0.5768021,Maize,FS109545,2020,23
3.21,3.505696,0.37448093,Maize,FS109545,2020,25
3.21,3.955841,0.618033,Maize,FS109545,2020,28
3.21,4.1855946,0.65666837,Maize,FS109545,2020,32
3.21,3.641451,0.49448225,Maize,FS109545,2020,34
3.21,3.8561835,0.5036602,Maize,FS109545,2020,35
3.21,3.4105358,0.37986714,Maize,FS109545,2020,37
3.21,3.6653283,0.5593744,Maize,FS109545,2020,39
3.21,3.4636707,0.543722,Maize,FS109545,2020,42
3.21,3.3747864,0.36838865,Maize,FS109545,2020,47
3.21,3.2110548,0.3405946,Maize,FS109545,2020,51
2.96,3.175124,0.4030171,Maize,FS109545,2022,6
2.96,3.2484438,0.48194453,Maize,FS109545,2022,7
2.96,3.082379,0.41505426,Maize,FS109545,2022,11
2.96,3.1607728,0.34586143,Maize,FS109545,2022,14
2.96,3.227727,0.37111542,Maize,FS109545,2022,18
2.96,3.0073252,0.351033,Maize,FS109545,2022,21
2.96,3.2021508,0.3440018,Maize,FS109545,2022,23
2.96,2.9315848,0.32937127,Maize,FS109545,2022,26
2.96,3.1755805,0.44174102,Maize,FS109545,2022,28
2.96,3.2789667,0.38926414,Maize,FS109545,2022,30
2.96,3.236333,0.47198793,Maize,FS109545,2022,31
2.96,3.16829,0.3760953,Maize,FS109545,2022,33
2.96,3.6834705,0.82964355,Maize,FS109545,2022,47
2.96,3.3578372,0.6281374,Maize,FS109545,2022,50
6.89,6.818,0.52510566,Maize,FS109545,2023,7
6.89,7.260694,0.41137928,Maize,FS109545,2023,9
6.89,6.5409784,0.49480423,Maize,FS109545,2023,10
6.89,7.256347,0.3940611,Maize,FS109545,2023,14
6.89,7.5173497,0.4132488,Maize,FS109545,2023,17
6.89,7.494433,0.43849087,Maize,FS109545,2023,21
6.89,7.138135,0.45641223,Maize,FS109545,2023,24
6.89,7.2237115,0.37627244,Maize,FS109545,2023,26
6.89,7.189662,0.2954102,Maize,FS109545,2023,27
6.89,6.8895698,0.36212078,Maize,FS109545,2023,29
6.89,6.682556,0.38542807,Maize,FS109545,2023,33
6.89,6.822309,0.32916832,Maize,FS109545,2023,34
6.89,6.858895,0.2479849,Maize,FS109545,2023,36
6.89,6.872341,0.29926196,Maize,FS109545,2023,39
6.89,6.8796587,0.45663452,Maize,FS109545,2023,45
6.89,6.7603345,0.34619972,Maize,FS109545,2023,50
6.89,6.9108715,0.32791442,Maize,FS109545,2023,52
7.21,7.4836574,0.18527782,Maize,FS109547,2018,6
7.21,7.4199233,0.22923715,Maize,FS109547,2018,7
7.21,6.7109237,0.39444125,Maize,FS109547,2018,11
7.21,7.557277,0.24962318,Maize,FS109547,2018,14
7.21,7.4566627,0.21392052,Maize,FS109547,2018,19
7.21,7.6928196,0.29653928,Maize,FS109547,2018,24
7.21,7.443582,0.22738509,Maize,FS109547,2018,26
7.21,7.3817883,0.19924894,Maize,FS109547,2018,30
7.21,7.16178,0.23438723,Maize,FS109547,2018,33
7.21,7.5123076,0.18889187,Maize,FS109547,2018,35
7.21,7.5280247,0.20625447,Maize,FS109547,2018,36
7.21,7.3392,0.1751217,Maize,FS109547,2018,38
7.21,7.4330487,0.16905542,Maize,FS109547,2018,40
7.21,7.5040913,0.17794259,Maize,FS109547,2018,42
7.21,7.444002,0.19157952,Maize,FS109547,2018,48
7.21,7.3915434,0.19571698,Maize,FS109547,2018,52
7.42,7.174818,0.32164785,Maize,FS109547,2019,3
7.42,7.015366,0.33019,Maize,FS109547,2019,19
7.42,7.1101055,0.17992316,Maize,FS109547,2019,20
7.42,7.0660863,0.30239448,Maize,FS109547,2019,22
7.42,7.1269712,0.18711247,Maize,FS109547,2019,26
7.42,7.001846,0.2534067,Maize,FS109547,2019,27
7.42,7.0680237,0.2501732,Maize,FS109547,2019,29
7.42,7.1903276,0.18295076,Maize,FS109547,2019,32
7.42,7.135261,0.24475001,Maize,FS109547,2019,36
7.42,7.07397,0.20804338,Maize,FS109547,2019,38
7.42,7.143919,0.21870679,Maize,FS109547,2019,39
7.42,7.1800513,0.28472573,Maize,FS109547,2019,41
7.42,7.096652,0.34585798,Maize,FS109547,2019,43
7.42,7.0216765,0.32030573,Maize,FS109547,2019,48
2.01,2.3089592,0.24394943,Maize,FS109547,2020,6
2.01,2.2951047,0.22044289,Maize,FS109547,2020,8
2.01,2.6096587,0.59885716,Maize,FS109547,2020,10
2.01,2.3077445,0.2773884,Maize,FS109547,2020,13
2.01,2.4505835,0.4392697,Maize,FS109547,2020,16
2.01,2.4134517,0.23891318,Maize,FS109547,2020,18
2.01,2.3085697,0.31975862,Maize,FS109547,2020,20
2.01,2.3456466,0.2908406,Maize,FS109547,2020,23
2.01,2.5000455,0.3586893,Maize,FS109547,2020,25
2.01,2.6489358,0.36991814,Maize,FS109547,2020,28
2.01,2.46078,0.36748362,Maize,FS109547,2020,32
2.01,2.5476594,0.47834703,Maize,FS109547,2020,34
2.01,2.3488395,0.3163547,Maize,FS109547,2020,35
2.01,2.5174816,0.42403713,Maize,FS109547,2020,37
2.01,2.3529143,0.3031519,Maize,FS109547,2020,39
2.01,2.7087536,0.65677696,Maize,FS109547,2020,42
2.01,2.5233433,0.363589,Maize,FS109547,2020,47
2.01,2.2141254,0.28107455,Maize,FS109547,2020,51
1.56,1.8468695,0.2614581,Maize,FS109547,2022,6
1.56,1.883122,0.32287714,Maize,FS109547,2022,7
1.56,1.9299004,0.25123945,Maize,FS109547,2022,11
1.56,1.8220667,0.2712748,Maize,FS109547,2022,14
1.56,1.9954911,0.29997674,Maize,FS109547,2022,18
1.56,1.8373698,0.27809972,Maize,FS109547,2022,21
1.56,1.9470221,0.3273215,Maize,FS109547,2022,23
1.56,1.8574926,0.27993333,Maize,FS109547,2022,26
1.56,2.0011802,0.3473754,Maize,FS109547,2022,28
1.56,2.028149,0.3682511,Maize,FS109547,2022,30
1.56,2.0604331,0.2938423,Maize,FS109547,2022,31
1.56,2.0415168,0.4031578,Maize,FS109547,2022,33
1.56,2.023142,0.4258497,Maize,FS109547,2022,47
1.56,1.9014914,0.3754353,Maize,FS109547,2022,50
6.76,5.9351087,0.7232422,Maize,FS109547,2023,7
6.76,6.869064,0.55696386,Maize,FS109547,2023,9
6.76,5.7686577,0.88737655,Maize,FS109547,2023,10
6.76,6.153326,0.5175535,Maize,FS109547,2023,14
6.76,6.3787446,0.5311797,Maize,FS109547,2023,17
6.76,5.907117,0.7073187,Maize,FS109547,2023,21
6.76,6.0581694,0.6023503,Maize,FS109547,2023,24
6.76,6.427583,0.39103562,Maize,FS109547,2023,26
6.76,6.847582,0.36373976,Maize,FS109547,2023,27
6.76,6.428953,0.3010567,Maize,FS109547,2023,29
6.76,6.5852027,0.31825742,Maize,FS109547,2023,33
6.76,6.558896,0.29536632,Maize,FS109547,2023,34
6.76,6.560414,0.30013177,Maize,FS109547,2023,36
6.76,6.4484468,0.3820699,Maize,FS109547,2023,39
6.76,5.9844456,0.5243277,Maize,FS109547,2023,45
6.76,6.582969,0.33694068,Maize,FS109547,2023,46
6.76,6.1013007,0.49447718,Maize,FS109547,2023,50
6.76,5.879975,0.48404953,Maize,FS109547,2023,52
4.03,4.419661,0.36595303,Maize,FS99437,2020,6
4.03,4.275783,0.2395412,Maize,FS99437,2020,8
4.03,4.2524934,0.2948462,Maize,FS99437,2020,10
4.03,4.1575356,0.28961626,Maize,FS99437,2020,13
4.03,4.5068603,0.45304042,Maize,FS99437,2020,16
4.03,4.2840233,0.25724334,Maize,FS99437,2020,18
4.03,4.2579756,0.24510163,Maize,FS99437,2020,20
4.03,4.350427,0.33094868,Maize,FS99437,2020,23
4.03,4.214932,0.25316158,Maize,FS99437,2020,25
4.03,4.540373,0.33956018,Maize,FS99437,2020,28
4.03,4.3122377,0.34079203,Maize,FS99437,2020,32
4.03,4.2914314,0.272062,Maize,FS99437,2020,34
4.03,4.285031,0.27527678,Maize,FS99437,2020,35
4.03,4.2759833,0.2608424,Maize,FS99437,2020,37
4.03,4.3264327,0.35474664,Maize,FS99437,2020,39
4.03,4.3969812,0.3736229,Maize,FS99437,2020,42
4.03,4.292763,0.27345303,Maize,FS99437,2020,47
4.03,4.311272,0.27041236,Maize,FS99437,2020,51
5.09,4.943214,0.20085357,Maize,FS99437,2021,11
5.09,5.061785,0.19014274,Maize,FS99437,2021,15
5.09,5.0218644,0.1941268,Maize,FS99437,2021,17
5.09,4.9604316,0.21149665,Maize,FS99437,2021,18
5.09,4.9960155,0.23222522,Maize,FS99437,2021,20
5.09,5.0540004,0.22707583,Maize,FS99437,2021,23
5.09,5.2099705,0.23409817,Maize,FS99437,2021,25
5.09,5.1387978,0.1919691,Maize,FS99437,2021,27
5.09,5.270119,0.28107825,Maize,FS99437,2021,30
5.09,5.0839663,0.2385021,Maize,FS99437,2021,34
5.09,5.0825105,0.23405868,Maize,FS99437,2021,37
5.09,4.894039,0.22724324,Maize,FS99437,2021,39
5.09,5.1414733,0.19750457,Maize,FS99437,2021,41
5.09,4.9335427,0.30198914,Maize,FS99437,2021,46
5.09,5.1251817,0.19958058,Maize,FS99437,2021,47
6.65,6.4917727,0.34963602,Maize,FS99437,2023,7
6.65,6.5084734,0.29424012,Maize,FS99437,2023,9
6.65,6.619235,0.22232755,Maize,FS99437,2023,10
6.65,6.4191504,0.24770704,Maize,FS99437,2023,14
6.65,6.567322,0.20715316,Maize,FS99437,2023,17
6.65,6.556831,0.1633634,Maize,FS99437,2023,21
6.65,6.5434074,0.25117764,Maize,FS99437,2023,24
6.65,6.535622,0.1817439,Maize,FS99437,2023,26
6.65,6.588677,0.19720247,Maize,FS99437,2023,27
6.65,6.37773,0.23329213,Maize,FS99437,2023,29
6.65,6.68672,0.17555203,Maize,FS99437,2023,33
6.65,6.6072454,0.14672667,Maize,FS99437,2023,34
6.65,6.5316877,0.2204884,Maize,FS99437,2023,36
6.65,6.5909204,0.19088751,Maize,FS99437,2023,39
6.65,6.540906,0.20439969,Maize,FS99437,2023,45
6.65,6.6889043,0.22291176,Maize,FS99437,2023,46
6.65,6.473814,0.27789217,Maize,FS99437,2023,50
6.65,6.349161,0.35813755,Maize,FS99437,2023,52
8.71,8.552094,0.3189728,Maize,FS99696,2018,6
8.71,7.6678753,1.0381807,Maize,FS99696,2018,7
8.71,8.624396,0.4028834,Maize,FS99696,2018,11
8.71,8.60719,0.2956678,Maize,FS99696,2018,14
8.71,8.31059,0.42231902,Maize,FS99696,2018,19
8.71,8.308628,0.655723,Maize,FS99696,2018,21
8.71,8.617446,0.235137,Maize,FS99696,2018,24
8.71,8.215193,0.5503875,Maize,FS99696,2018,26
8.71,8.14024,0.62530667,Maize,FS99696,2018,30
8.71,7.992484,0.7919923,Maize,FS99696,2018,33
8.71,8.668532,0.2712452,Maize,FS99696,2018,35
8.71,8.267052,0.553655,Maize,FS99696,2018,36
8.71,8.613651,0.26828036,Maize,FS99696,2018,38
8.71,8.687837,0.24515742,Maize,FS99696,2018,40
8.71,8.458512,0.2904877,Maize,FS99696,2018,42
8.71,8.731385,0.29179358,Maize,FS99696,2018,48
8.71,8.719308,0.21872744,Maize,FS99696,2018,52
4.71,4.6491313,0.1556108,Maize,FS99696,2019,3
4.71,4.5842843,0.30294743,Maize,FS99696,2019,19
4.71,4.9274693,0.365047,Maize,FS99696,2019,20
4.71,4.5869484,0.3356302,Maize,FS99696,2019,22
4.71,4.924829,0.26433742,Maize,FS99696,2019,26
4.71,4.881828,0.31174853,Maize,FS99696,2019,27
4.71,4.607692,0.3284868,Maize,FS99696,2019,29
4.71,5.0531244,0.38687328,Maize,FS99696,2019,32
4.71,4.859657,0.32524705,Maize,FS99696,2019,36
4.71,5.1597095,0.3798802,Maize,FS99696,2019,38
4.71,4.871988,0.38416716,Maize,FS99696,2019,39
4.71,4.740393,0.34941223,Maize,FS99696,2019,41
4.71,4.801899,0.2841849,Maize,FS99696,2019,43
4.71,4.865942,0.3846988,Maize,FS99696,2019,48
6.3,5.9961767,0.2353388,Maize,FS99696,2020,6
6.3,6.148282,0.2316216,Maize,FS99696,2020,8
6.3,6.4693937,0.24932969,Maize,FS99696,2020,10
6.3,6.0800805,0.27393833,Maize,FS99696,2020,13
6.3,5.9735913,0.30619127,Maize,FS99696,2020,16
6.3,5.799448,0.3803378,Maize,FS99696,2020,18
6.3,6.0810933,0.32108247,Maize,FS99696,2020,20
6.3,6.299509,0.32166392,Maize,FS99696,2020,23
6.3,5.8584,0.34086382,Maize,FS99696,2020,25
6.3,5.80888,0.2791969,Maize,FS99696,2020,28
6.3,6.0094433,0.26294285,Maize,FS99696,2020,32
6.3,6.050055,0.25636503,Maize,FS99696,2020,34
6.3,6.0667653,0.22609761,Maize,FS99696,2020,35
6.3,5.882993,0.35564888,Maize,FS99696,2020,37
6.3,6.0744863,0.31297073,Maize,FS99696,2020,39
6.3,5.8517013,0.39927623,Maize,FS99696,2020,42
6.3,5.801523,0.31307444,Maize,FS99696,2020,47
6.3,5.9764266,0.29100013,Maize,FS99696,2020,51
6.2,6.3180714,0.25218058,Maize,FS99696,2021,11
6.2,6.168413,0.32190976,Maize,FS99696,2021,15
6.2,6.097918,0.35997745,Maize,FS99696,2021,17
6.2,6.326605,0.29464707,Maize,FS99696,2021,18
6.2,6.224538,0.3761039,Maize,FS99696,2021,20
6.2,6.105942,0.30252713,Maize,FS99696,2021,23
6.2,6.114412,0.30500162,Maize,FS99696,2021,25
6.2,6.212138,0.30919328,Maize,FS99696,2021,27
6.2,6.1223793,0.3070393,Maize,FS99696,2021,30
6.2,6.165976,0.30696112,Maize,FS99696,2021,34
6.2,6.454838,0.32413423,Maize,FS99696,2021,37
6.2,6.306941,0.29046792,Maize,FS99696,2021,39
6.2,6.4435606,0.28638867,Maize,FS99696,2021,41
6.2,6.370912,0.26041025,Maize,FS99696,2021,46
7.2,7.4536204,0.26945892,Maize,FS99696,2023,7
7.2,7.3932123,0.21439472,Maize,FS99696,2023,9
7.2,7.432226,0.26370552,Maize,FS99696,2023,10
7.2,7.713825,0.26813716,Maize,FS99696,2023,14
7.2,7.679583,0.26991978,Maize,FS99696,2023,17
7.2,7.651181,0.20038895,Maize,FS99696,2023,21
7.2,7.4905176,0.2307441,Maize,FS99696,2023,24
7.2,7.5799046,0.1883134,Maize,FS99696,2023,26
7.2,7.684692,0.2287141,Maize,FS99696,2023,27
7.2,7.5556307,0.23172127,Maize,FS99696,2023,29
7.2,7.5095644,0.1829424,Maize,FS99696,2023,33
7.2,7.4824767,0.16070421,Maize,FS99696,2023,34
7.2,7.460564,0.1940477,Maize,FS99696,2023,36
7.2,7.4751,0.21959834,Maize,FS99696,2023,39
7.2,7.6553426,0.2448932,Maize,FS99696,2023,45
7.2,7.560644,0.2384783,Maize,FS99696,2023,46
7.2,7.5805535,0.20021632,Maize,FS99696,2023,50
7.2,7.5783753,0.24597421,Maize,FS99696,2023,52
2.78,2.8666015,0.30668092,Soy,FS105305,2018,6
2.78,3.4539988,0.46653128,Soy,FS105305,2018,7
2.78,3.1380897,0.3587506,Soy,FS105305,2018,11
2.78,3.1198196,0.39737606,Soy,FS105305,2018,14
2.78,3.3553708,0.46543604,Soy,FS105305,2018,19
2.78,3.3780563,0.48448586,Soy,FS105305,2018,21
2.78,3.1914587,0.4298037,Soy,FS105305,2018,24
2.78,3.5424597,0.4024745,Soy,FS105305,2018,26
2.78,3.4388125,0.36552963,Soy,FS105305,2018,30
2.78,3.1126406,0.42489624,Soy,FS105305,2018,35
2.78,3.4103477,0.5806952,Soy,FS105305,2018,36
2.78,3.2718344,0.41764224,Soy,FS105305,2018,38
2.78,3.1152072,0.36964202,Soy,FS105305,2018,40
2.78,3.264846,0.42524686,Soy,FS105305,2018,42
2.78,3.0522692,0.33806142,Soy,FS105305,2018,48
4.73,4.430462,0.3262319,Soy,FS105305,2019,3
4.73,4.374574,0.35205618,Soy,FS105305,2019,19
4.73,4.1398163,0.4435337,Soy,FS105305,2019,20
4.73,4.434842,0.30886295,Soy,FS105305,2019,22
4.73,4.178797,0.43483627,Soy,FS105305,2019,26
4.73,4.3053193,0.2917281,Soy,FS105305,2019,27
4.73,4.295044,0.34395915,Soy,FS105305,2019,29
4.73,4.314772,0.41843942,Soy,FS105305,2019,32
4.73,4.42513,0.33997062,Soy,FS105305,2019,36
4.73,4.199934,0.48476627,Soy,FS105305,2019,38
4.73,4.195046,0.49890065,Soy,FS105305,2019,39
4.73,4.366406,0.38683292,Soy,FS105305,2019,41
4.73,4.2801323,0.41682535,Soy,FS105305,2019,43
4.73,4.0038743,0.6170882,Soy,FS105305,2019,48
1.42,1.4923156,0.138707,Soy,FS105305,2022,6
1.42,1.4793361,0.15308107,Soy,FS105305,2022,7
1.42,1.4218787,0.18411727,Soy,FS105305,2022,11
1.42,1.378722,0.16681232,Soy,FS105305,2022,14
1.42,1.5205225,0.14522505,Soy,FS105305,2022,18
1.42,1.4877928,0.10381018,Soy,FS105305,2022,21
1.42,1.4691482,0.13405511,Soy,FS105305,2022,23
1.42,1.5260651,0.12265914,Soy,FS105305,2022,26
1.42,1.506072,0.14770404,Soy,FS105305,2022,28
1.42,1.4647099,0.10579008,Soy,FS105305,2022,30
1.42,1.4982399,0.15493667,Soy,FS105305,2022,31
1.42,1.4838109,0.13549127,Soy,FS105305,2022,33
1.42,1.425719,0.17005534,Soy,FS105305,2022,40
1.42,1.6817218,0.27527124,Soy,FS105305,2022,42
1.42,1.5312812,0.12719296,Soy,FS105305,2022,47
1.42,1.5897671,0.1884401,Soy,FS105305,2022,50
2.73,2.6532047,0.11520374,Soy,FS105353,2022,6
2.73,2.7212913,0.123014644,Soy,FS105353,2022,7
2.73,2.725705,0.12014152,Soy,FS105353,2022,11
2.73,2.7718875,0.1371281,Soy,FS105353,2022,14
2.73,2.7096968,0.13193269,Soy,FS105353,2022,18
2.73,2.7353132,0.15073726,Soy,FS105353,2022,21
2.73,2.6702435,0.14138561,Soy,FS105353,2022,23
2.73,2.6538339,0.15059812,Soy,FS105353,2022,26
2.73,2.5869846,0.19754162,Soy,FS105353,2022,28
2.73,2.658118,0.13043247,Soy,FS105353,2022,30
2.73,2.8133657,0.13583833,Soy,FS105353,2022,31
2.73,2.6857514,0.20030315,Soy,FS105353,2022,33
2.73,2.5655942,0.18483225,Soy,FS105353,2022,40
2.73,2.6282754,0.18066435,Soy,FS105353,2022,42
2.73,2.6745856,0.116862565,Soy,FS105353,2022,47
2.73,2.6979716,0.10976018,Soy,FS105353,2022,50
2.84,3.184518,0.43739614,Soy,FS105389,2019,3
2.84,3.1748643,0.32375264,Soy,FS105389,2019,19
2.84,3.0336862,0.26570418,Soy,FS105389,2019,20
2.84,3.1217332,0.32579324,Soy,FS105389,2019,22
2.84,3.1279721,0.2803585,Soy,FS105389,2019,26
2.84,3.0937533,0.24556878,Soy,FS105389,2019,27
2.84,3.117375,0.27821025,Soy,FS105389,2019,29
2.84,3.2649326,0.33444563,Soy,FS105389,2019,32
2.84,3.0610497,0.27258956,Soy,FS105389,2019,36
2.84,2.999821,0.23233712,Soy,FS105389,2019,38
2.84,2.9866574,0.25091982,Soy,FS105389,2019,39
2.84,3.0557861,0.23391028,Soy,FS105389,2019,41
2.84,3.0641565,0.3648893,Soy,FS105389,2019,43
2.84,2.998827,0.35754824,Soy,FS105389,2019,48
2.82,3.024852,0.2198305,Soy,FS105847,2018,6
2.82,3.0365264,0.24713331,Soy,FS105847,2018,7
2.82,2.9033053,0.13839509,Soy,FS105847,2018,11
2.82,2.875842,0.10964465,Soy,FS105847,2018,14
2.82,3.053992,0.22189955,Soy,FS105847,2018,19
2.82,2.828378,0.20733412,Soy,FS105847,2018,21
2.82,2.979178,0.21418561,Soy,FS105847,2018,24
2.82,2.8593154,0.20680882,Soy,FS105847,2018,26
2.82,2.8787022,0.16744728,Soy,FS105847,2018,30
2.82,2.9841468,0.16857319,Soy,FS105847,2018,35
2.82,2.9507966,0.20159854,Soy,FS105847,2018,36
2.82,3.0378442,0.20054628,Soy,FS105847,2018,38
2.82,2.9379904,0.19056185,Soy,FS105847,2018,40
2.82,2.9712818,0.21087158,Soy,FS105847,2018,42
2.82,2.9418974,0.20569696,Soy,FS105847,2018,48
2.82,2.919071,0.20289333,Soy,FS105847,2018,52
3.89,3.676026,0.2724592,Soy,FS105847,2019,3
3.89,3.532752,0.3115657,Soy,FS105847,2019,19
3.89,3.3145096,0.35424182,Soy,FS105847,2019,20
3.89,3.619858,0.25966987,Soy,FS105847,2019,22
3.89,3.4955153,0.25695807,Soy,FS105847,2019,26
3.89,3.417448,0.24619822,Soy,FS105847,2019,27
3.89,3.3948405,0.28821436,Soy,FS105847,2019,29
3.89,3.5854037,0.2721721,Soy,FS105847,2019,32
3.89,3.5477445,0.29189748,Soy,FS105847,2019,36
3.89,3.5335026,0.2703239,Soy,FS105847,2019,38
3.89,3.4821181,0.29981402,Soy,FS105847,2019,39
3.89,3.5884793,0.29001337,Soy,FS105847,2019,41
3.89,3.6165164,0.2826588,Soy,FS105847,2019,43
3.89,3.5443172,0.3390711,Soy,FS105847,2019,48
2.79,2.7664242,0.20101626,Soy,FS105847,2022,6
2.79,2.974527,0.29852667,Soy,FS105847,2022,7
2.79,2.8797903,0.26624453,Soy,FS105847,2022,11
2.79,2.7562225,0.19929582,Soy,FS105847,2022,14
2.79,2.7727175,0.24263953,Soy,FS105847,2022,18
