Yield_mean,Predicted_Yield,Prediction_Uncertainty,Crop_type,FIELDID,Week
1.2,1.2322603,0.08136463,Sunflower,FS36308,18
1.2,1.2392589,0.087847926,Sunflower,FS36308,19
1.2,1.2310969,0.055981092,Sunflower,FS36308,21
1.2,1.220611,0.07526709,Sunflower,FS36888,8
1.2,1.2954402,0.08443042,Sunflower,FS36888,10
1.2,1.2529408,0.099586815,Sunflower,FS36888,11
1.2,1.204941,0.081541836,Sunflower,FS36888,13
1.2,1.2390612,0.085199565,Sunflower,FS36888,14
1.2,1.2816727,0.12409943,Sunflower,FS36888,15
1.2,1.2365358,0.086836636,Sunflower,FS36888,16
1.2,1.3337758,0.10509384,Sunflower,FS36888,17
1.2,1.1676761,0.10809635,Sunflower,FS36888,18
1.2,1.2127014,0.09330975,Sunflower,FS36888,19
1.2,1.2998462,0.09817108,Sunflower,FS36888,20
1.2,1.3024031,0.09354604,Sunflower,FS36888,21
1.2,1.298846,0.11576098,Sunflower,FS36888,22
1.2,1.2233502,0.07571051,Sunflower,FS36892,8
1.2,1.3017584,0.07516637,Sunflower,FS36892,10
1.2,1.2546167,0.09575339,Sunflower,FS36892,11
1.2,1.1840868,0.080425784,Sunflower,FS36892,13
1.2,1.2490976,0.08711552,Sunflower,FS36892,14
1.2,1.2666682,0.12362881,Sunflower,FS36892,15
1.2,1.2242354,0.08898958,Sunflower,FS36892,16
1.2,1.3390496,0.10465891,Sunflower,FS36892,17
1.2,1.1653392,0.11188553,Sunflower,FS36892,18
1.2,1.2216319,0.09036998,Sunflower,FS36892,19
1.2,1.3018026,0.09713766,Sunflower,FS36892,20
1.2,1.3075807,0.08586045,Sunflower,FS36892,21
1.2,1.2903862,0.11749216,Sunflower,FS36892,22
1.5,1.3827789,0.050134987,Sunflower,FS37007,8
1.5,1.3846352,0.054344185,Sunflower,FS37007,10
1.5,1.3981377,0.06434392,Sunflower,FS37007,11
1.5,1.3894167,0.050228324,Sunflower,FS37007,13
1.5,1.4721389,0.04835218,Sunflower,FS37007,14
1.5,1.3623958,0.07126439,Sunflower,FS37007,16
1.5,1.3074942,0.062412903,Sunflower,FS37007,17
1.5,1.5006666,0.08767999,Sunflower,FS37007,18
1.5,1.3802174,0.07125295,Sunflower,FS37007,19
1.5,1.3140097,0.09769895,Sunflower,FS37007,20
1.5,1.4118351,0.095039435,Sunflower,FS37007,21
1.5,1.3915381,0.13624364,Sunflower,FS37007,22
1.5,1.3524877,0.1191573,Sunflower,FS37007,24
1.2,1.272005,0.08726614,Sunflower,FS37260,8
1.2,1.2993858,0.07762031,Sunflower,FS37260,10
1.2,1.2565182,0.09598787,Sunflower,FS37260,11
1.2,1.1912881,0.0791693,Sunflower,FS37260,13
1.2,1.236605,0.08349194,Sunflower,FS37260,14
1.2,1.225658,0.08976017,Sunflower,FS37260,16
1.2,1.3344442,0.104912415,Sunflower,FS37260,17
1.2,1.1744163,0.10875038,Sunflower,FS37260,18
1.2,1.2086257,0.0937205,Sunflower,FS37260,19
1.2,1.2989866,0.10471491,Sunflower,FS37260,20
1.2,1.302431,0.09263399,Sunflower,FS37260,21
1.2,1.3507054,0.13022399,Sunflower,FS37260,22
1.5,1.3553745,0.18871514,Sunflower,FS37303,6
1.5,1.3243724,0.13355218,Sunflower,FS37303,7
1.5,1.3018051,0.06448395,Sunflower,FS37303,8
1.5,1.3667154,0.088619955,Sunflower,FS37303,10
1.5,1.2833744,0.11389099,Sunflower,FS37303,11
1.5,1.213166,0.075711206,Sunflower,FS37303,13
1.5,1.4370877,0.09030506,Sunflower,FS37303,14
1.5,1.2057741,0.102184355,Sunflower,FS37303,16
1.5,1.5017276,0.18723367,Sunflower,FS37303,17
1.5,1.2861627,0.10136484,Sunflower,FS37303,19
1.5,1.3718029,0.12412094,Sunflower,FS37303,21
1.3,1.2734903,0.12635991,Sunflower,FS38365,7
1.3,1.231627,0.054508027,Sunflower,FS38365,8
1.3,1.3518873,0.1621706,Sunflower,FS38365,9
1.3,1.2395968,0.09644856,Sunflower,FS38365,10
1.3,1.2103975,0.10524743,Sunflower,FS38365,11
1.3,1.1480074,0.0838873,Sunflower,FS38365,13
1.3,1.3749268,0.11186034,Sunflower,FS38365,14
1.3,1.1768159,0.09901435,Sunflower,FS38365,15
1.3,1.1651545,0.09372386,Sunflower,FS38365,16
1.3,1.3314538,0.123691835,Sunflower,FS38365,17
1.3,1.2856507,0.10992287,Sunflower,FS38365,18
1.3,1.3384126,0.13131908,Sunflower,FS38365,19
1.3,1.367462,0.15030804,Sunflower,FS38365,20
1.3,1.330276,0.19305573,Sunflower,FS38365,44
1.3,1.2378213,0.25081018,Sunflower,FS38365,46
1.3,1.3672192,0.18985842,Sunflower,FS38365,47
1.3,1.3633176,0.09963786,Sunflower,FS38365,49
1.3,1.2264524,0.16291992,Sunflower,FS38365,51
1.2,1.2653483,0.057780333,Sunflower,FS38984,8
1.2,1.2551875,0.15587991,Sunflower,FS38984,9
1.2,1.3349183,0.0635476,Sunflower,FS38984,10
1.2,1.3228765,0.07361979,Sunflower,FS38984,11
1.2,1.2481446,0.061745882,Sunflower,FS38984,13
1.2,1.2044153,0.058797993,Sunflower,FS38984,14
1.2,1.1694103,0.062973134,Sunflower,FS38984,16
1.2,1.2641796,0.07968542,Sunflower,FS38984,17
1.2,1.2429407,0.0920989,Sunflower,FS38984,18
1.2,1.2165338,0.08549985,Sunflower,FS38984,19
1.2,1.2244489,0.09473674,Sunflower,FS38984,20
1.2,1.2443306,0.063736245,Sunflower,FS38984,21
1.2,1.1930913,0.08654517,Sunflower,FS38984,22
1.3,1.25425,0.05746609,Sunflower,FS39143,8
1.3,1.2755842,0.08535089,Sunflower,FS39143,10
1.3,1.2130599,0.0843797,Sunflower,FS39143,11
1.3,1.1907617,0.06702536,Sunflower,FS39143,13
1.3,1.3930591,0.09320541,Sunflower,FS39143,14
1.3,1.2013184,0.09176761,Sunflower,FS39143,15
1.3,1.1387415,0.09896052,Sunflower,FS39143,16
1.3,1.3243119,0.14707303,Sunflower,FS39143,17
1.3,1.3993298,0.14435187,Sunflower,FS39143,18
1.3,1.3531116,0.12699969,Sunflower,FS39143,19
1.3,1.2801988,0.18976067,Sunflower,FS39143,21
1.5,1.3366905,0.0595791,Sunflower,FS39234,8
1.5,1.3912412,0.06111036,Sunflower,FS39234,10
1.5,1.3239766,0.07606871,Sunflower,FS39234,11
1.5,1.3293949,0.06337271,Sunflower,FS39234,13
1.5,1.4299506,0.07025918,Sunflower,FS39234,14
1.5,1.3080227,0.082995996,Sunflower,FS39234,16
1.5,1.3998226,0.09682856,Sunflower,FS39234,17
1.5,1.2859153,0.08568256,Sunflower,FS39234,19
1.5,1.3819892,0.11734758,Sunflower,FS39234,20
1.5,1.3263365,0.09172828,Sunflower,FS39234,21
1.5,1.342176,0.0549091,Sunflower,FS40213,8
1.5,1.4047241,0.06123559,Sunflower,FS40213,10
1.5,1.3275704,0.07438094,Sunflower,FS40213,11
1.5,1.3248006,0.05539286,Sunflower,FS40213,13
1.5,1.3726327,0.08401472,Sunflower,FS40213,14
1.5,1.3450453,0.11059437,Sunflower,FS40213,15
1.5,1.2722806,0.08373631,Sunflower,FS40213,16
1.5,1.4098037,0.09601897,Sunflower,FS40213,17
1.5,1.3864427,0.09562809,Sunflower,FS40213,18
1.5,1.29273,0.07936651,Sunflower,FS40213,19
1.5,1.3200525,0.09142762,Sunflower,FS40213,21
1.5,1.3414868,0.098645985,Sunflower,FS40213,22
1.2,1.5099231,0.1699952,Sunflower,FS40470,6
1.2,1.26832,0.061182786,Sunflower,FS40470,8
1.2,1.3395174,0.0996787,Sunflower,FS40470,9
1.2,1.3425626,0.060436387,Sunflower,FS40470,10
1.2,1.2984042,0.09005373,Sunflower,FS40470,11
1.2,1.2392194,0.05747547,Sunflower,FS40470,13
1.2,1.1059961,0.09359214,Sunflower,FS40470,14
1.2,1.1319169,0.062218994,Sunflower,FS40470,16
1.2,1.2733972,0.06844741,Sunflower,FS40470,17
1.2,1.2053194,0.08572568,Sunflower,FS40470,19
1.2,1.230587,0.05037099,Sunflower,FS40470,21
1.5,1.29751,0.19607379,Sunflower,FS40747,5
1.5,1.3159409,0.063817464,Sunflower,FS40747,8
1.5,1.3584185,0.0698061,Sunflower,FS40747,10
1.5,1.3092513,0.078803115,Sunflower,FS40747,11
1.5,1.268893,0.08358895,Sunflower,FS40747,13
1.5,1.3688542,0.0826303,Sunflower,FS40747,14
1.5,1.3337497,0.11159798,Sunflower,FS40747,15
1.5,1.267879,0.10133434,Sunflower,FS40747,16
1.5,1.3748013,0.09725598,Sunflower,FS40747,17
1.5,1.2589437,0.0860283,Sunflower,FS40747,19
1.5,1.3071707,0.10095822,Sunflower,FS40747,20
1.5,1.3243306,0.10457796,Sunflower,FS40747,21
1.5,1.3681383,0.10281587,Sunflower,FS40747,22
1.5,1.4005373,0.18156435,Sunflower,FS40747,51
1.2,1.2394397,0.11995942,Sunflower,FS40782,7
1.2,1.2635652,0.05990518,Sunflower,FS40782,8
1.2,1.301334,0.06156182,Sunflower,FS40782,10
1.2,1.3055451,0.081243,Sunflower,FS40782,11
1.2,1.2417798,0.05380358,Sunflower,FS40782,13
1.2,1.2117627,0.06146568,Sunflower,FS40782,14
1.2,1.3013877,0.11931477,Sunflower,FS40782,15
1.2,1.1704874,0.06397548,Sunflower,FS40782,16
1.2,1.2413437,0.08754128,Sunflower,FS40782,18
1.2,1.2385358,0.09000714,Sunflower,FS40782,19
1.2,1.2236141,0.06287146,Sunflower,FS40782,21
1.2,1.2608678,0.055792317,Sunflower,FS40800,8
1.2,1.3430464,0.094450705,Sunflower,FS40800,9
1.2,1.3354678,0.06223307,Sunflower,FS40800,10
1.2,1.3104025,0.06685764,Sunflower,FS40800,11
1.2,1.2309848,0.059136003,Sunflower,FS40800,13
1.2,1.2217273,0.0644464,Sunflower,FS40800,14
1.2,1.2562246,0.10440246,Sunflower,FS40800,15
1.2,1.1747628,0.062395856,Sunflower,FS40800,16
1.2,1.3115326,0.07390091,Sunflower,FS40800,17
1.2,1.2410237,0.0879309,Sunflower,FS40800,18
1.2,1.2466513,0.09722906,Sunflower,FS40800,19
1.2,1.2460392,0.058380675,Sunflower,FS40800,21
1.2,1.3431268,0.05399791,Sunflower,FS41133,8
1.2,1.3935058,0.061221678,Sunflower,FS41133,10
1.2,1.3310274,0.0796546,Sunflower,FS41133,11
1.2,1.3223416,0.054975204,Sunflower,FS41133,13
1.2,1.4022719,0.07456922,Sunflower,FS41133,14
1.2,1.3024449,0.07299797,Sunflower,FS41133,16
1.2,1.3528224,0.09403394,Sunflower,FS41133,18
1.2,1.3031845,0.08444812,Sunflower,FS41133,19
1.2,1.3181124,0.100820385,Sunflower,FS41133,21
1.2,1.3845516,0.1642456,Sunflower,FS41133,23
1.2,1.3972688,0.13811553,Sunflower,FS41133,24
1.2,1.2639662,0.06047098,Sunflower,FS41151,8
1.2,1.3441931,0.06896598,Sunflower,FS41151,10
1.2,1.3129708,0.07517512,Sunflower,FS41151,11
1.2,1.2218034,0.06432643,Sunflower,FS41151,13
1.2,1.2203442,0.0632521,Sunflower,FS41151,14
1.2,1.2504375,0.102276705,Sunflower,FS41151,15
1.2,1.1683621,0.0593071,Sunflower,FS41151,16
1.2,1.3513839,0.0879793,Sunflower,FS41151,17
1.2,1.221577,0.08510881,Sunflower,FS41151,18
1.2,1.250034,0.101930805,Sunflower,FS41151,19
1.2,1.2439452,0.051051103,Sunflower,FS41151,21
1.2,1.2671984,0.060448635,Sunflower,FS41166,8
1.2,1.3456542,0.07314314,Sunflower,FS41166,10
1.2,1.3131804,0.07232618,Sunflower,FS41166,11
1.2,1.2174755,0.0664531,Sunflower,FS41166,13
1.2,1.2276441,0.06341313,Sunflower,FS41166,14
1.2,1.2684116,0.101603955,Sunflower,FS41166,15
1.2,1.1689852,0.058571264,Sunflower,FS41166,16
1.2,1.3013757,0.07356516,Sunflower,FS41166,17
1.2,1.2299888,0.08212685,Sunflower,FS41166,18
1.2,1.2439764,0.08998701,Sunflower,FS41166,19
1.2,1.2470276,0.05055871,Sunflower,FS41166,21
1.3,1.2444617,0.050275404,Sunflower,FS41630,8
1.3,1.2822294,0.092691176,Sunflower,FS41630,10
1.3,1.2161059,0.08354609,Sunflower,FS41630,11
1.3,1.1902117,0.0701716,Sunflower,FS41630,13
1.3,1.3216189,0.11184083,Sunflower,FS41630,14
1.3,1.1949121,0.104152456,Sunflower,FS41630,15
1.3,1.1326935,0.09570929,Sunflower,FS41630,16
1.3,1.3570931,0.13411236,Sunflower,FS41630,17
1.3,1.2983158,0.11481516,Sunflower,FS41630,18
1.3,1.333975,0.11793228,Sunflower,FS41630,19
1.3,1.2780025,0.1541329,Sunflower,FS41630,21
1.5,1.3460965,0.057973936,Sunflower,FS41851,8
1.5,1.3816533,0.10793329,Sunflower,FS41851,9
1.5,1.3872265,0.057660796,Sunflower,FS41851,10
1.5,1.32367,0.08048945,Sunflower,FS41851,11
1.5,1.3225846,0.060793515,Sunflower,FS41851,13
1.5,1.4371431,0.06789717,Sunflower,FS41851,14
1.5,1.3322053,0.107121915,Sunflower,FS41851,15
1.5,1.321675,0.07658012,Sunflower,FS41851,16
1.5,1.3924063,0.09010691,Sunflower,FS41851,17
1.5,1.4055852,0.11003965,Sunflower,FS41851,18
1.5,1.3057547,0.08838483,Sunflower,FS41851,19
1.5,1.3621222,0.11880946,Sunflower,FS41851,21
1.5,1.4626682,0.0792209,Sunflower,FS41886,5
1.5,1.4704465,0.08837609,Sunflower,FS41886,6
1.5,1.4594978,0.057674028,Sunflower,FS41886,8
1.5,1.4179987,0.057192367,Sunflower,FS41886,10
1.5,1.4215964,0.05064819,Sunflower,FS41886,11
1.5,1.4210839,0.05749647,Sunflower,FS41886,13
1.5,1.5219196,0.04842894,Sunflower,FS41886,14
1.5,1.4788804,0.07503583,Sunflower,FS41886,15
1.5,1.4080908,0.06169251,Sunflower,FS41886,17
1.5,1.4410889,0.05739585,Sunflower,FS41886,19
1.5,1.4140298,0.059161503,Sunflower,FS41886,21
1.2,1.3371539,0.058119003,Sunflower,FS41969,10
1.2,1.37771,0.08772975,Sunflower,FS41969,11
1.2,1.2775961,0.06396057,Sunflower,FS41969,13
1.2,1.1930473,0.08133973,Sunflower,FS41969,14
1.2,1.3141162,0.11607,Sunflower,FS41969,15
1.2,1.1910288,0.07156753,Sunflower,FS41969,16
1.2,1.3541207,0.11307576,Sunflower,FS41969,17
1.2,1.28342,0.093377404,Sunflower,FS41969,18
1.2,1.2546701,0.10623885,Sunflower,FS41969,19
1.2,1.3321545,0.11017442,Sunflower,FS41969,20
1.2,1.2725639,0.08311312,Sunflower,FS41969,21
1.2,1.2092812,0.090304665,Sunflower,FS41969,22
1.2,1.3317142,0.15310813,Sunflower,FS41969,24
1.2,1.331016,0.056582622,Sunflower,FS42012,10
1.2,1.3707423,0.085775316,Sunflower,FS42012,11
1.2,1.3063568,0.055954255,Sunflower,FS42012,13
1.2,1.2042794,0.08134576,Sunflower,FS42012,14
1.2,1.317753,0.10446064,Sunflower,FS42012,15
1.2,1.188024,0.0710173,Sunflower,FS42012,16
1.2,1.3523816,0.111847244,Sunflower,FS42012,17
1.2,1.2712063,0.08685188,Sunflower,FS42012,18
1.2,1.2314903,0.1034132,Sunflower,FS42012,19
1.2,1.2715968,0.098729156,Sunflower,FS42012,20
1.2,1.2757576,0.08581469,Sunflower,FS42012,21
1.2,1.2298365,0.08955955,Sunflower,FS42012,22
1.2,1.2995131,0.15424636,Sunflower,FS42012,24
1.2,1.4325544,0.18515016,Sunflower,FS42422,3
1.2,1.234308,0.11576289,Sunflower,FS42422,7
1.2,1.2913066,0.077045515,Sunflower,FS42422,8
1.2,1.3494295,0.065754615,Sunflower,FS42422,10
1.2,1.3642508,0.085546695,Sunflower,FS42422,11
1.2,1.3060591,0.056617115,Sunflower,FS42422,13
1.2,1.2416168,0.073346674,Sunflower,FS42422,14
1.2,1.3198797,0.112998664,Sunflower,FS42422,15
1.2,1.2219146,0.06831485,Sunflower,FS42422,16
1.2,1.3293529,0.070449255,Sunflower,FS42422,17
1.2,1.2797775,0.095836766,Sunflower,FS42422,18
1.2,1.270139,0.09675843,Sunflower,FS42422,19
1.2,1.2861599,0.08018321,Sunflower,FS42422,21
1.2,1.2703297,0.18447384,Sunflower,FS42422,24
1.5,1.3904922,0.060511064,Sunflower,FS42627,10
1.5,1.3235637,0.07165668,Sunflower,FS42627,11
1.5,1.2895861,0.058180295,Sunflower,FS42627,13
1.5,1.4370993,0.06511406,Sunflower,FS42627,14
1.5,1.3167496,0.11869985,Sunflower,FS42627,15
1.5,1.3031682,0.07540677,Sunflower,FS42627,16
1.5,1.396686,0.093826674,Sunflower,FS42627,17
1.5,1.3668917,0.09483654,Sunflower,FS42627,18
1.5,1.2991648,0.089475,Sunflower,FS42627,19
1.5,1.3476801,0.088049784,Sunflower,FS42627,20
1.5,1.3518343,0.10299035,Sunflower,FS42627,21
1.5,1.3333163,0.08873003,Sunflower,FS42627,22
1.5,1.410118,0.052646454,Sunflower,FS42842,8
1.5,1.3975472,0.06732229,Sunflower,FS42842,10
1.5,1.4414337,0.056655757,Sunflower,FS42842,11
1.5,1.4003392,0.052822895,Sunflower,FS42842,13
1.5,1.4813303,0.049137827,Sunflower,FS42842,14
1.5,1.3432716,0.06823758,Sunflower,FS42842,16
1.5,1.4045548,0.07544548,Sunflower,FS42842,17
1.5,1.6699072,0.11646558,Sunflower,FS42842,18
1.5,1.450907,0.06514653,Sunflower,FS42842,19
1.5,1.4144409,0.06151417,Sunflower,FS42842,21
1.5,1.4919043,0.08052866,Sunflower,FS43399,5
1.5,1.4632393,0.10665926,Sunflower,FS43399,6
1.5,1.4059972,0.03907765,Sunflower,FS43399,8
1.5,1.4036537,0.048463706,Sunflower,FS43399,10
1.5,1.4102166,0.04689156,Sunflower,FS43399,11
1.5,1.3891178,0.05190918,Sunflower,FS43399,13
1.5,1.4679925,0.06330439,Sunflower,FS43399,14
1.5,1.371316,0.09067795,Sunflower,FS43399,16
1.5,1.4253743,0.07084319,Sunflower,FS43399,17
1.5,1.4370979,0.060975716,Sunflower,FS43399,19
1.5,1.4103638,0.0631417,Sunflower,FS43399,21
1.5,1.471769,0.086960234,Sunflower,FS43427,5
1.5,1.4576192,0.08856861,Sunflower,FS43427,6
1.5,1.4144499,0.039596412,Sunflower,FS43427,8
1.5,1.4398296,0.051933475,Sunflower,FS43427,10
1.5,1.4100313,0.048823863,Sunflower,FS43427,11
1.5,1.4023471,0.044683445,Sunflower,FS43427,13
1.5,1.492934,0.053083647,Sunflower,FS43427,14
1.5,1.3558346,0.08078115,Sunflower,FS43427,16
1.5,1.4358017,0.07548729,Sunflower,FS43427,17
1.5,1.4361099,0.0543098,Sunflower,FS43427,19
1.5,1.3941635,0.058236353,Sunflower,FS43427,21
1.5,1.4163231,0.047403663,Sunflower,FS43435,8
1.5,1.38708,0.0692062,Sunflower,FS43435,10
1.5,1.4454228,0.05961755,Sunflower,FS43435,11
1.5,1.3951924,0.055163495,Sunflower,FS43435,13
1.5,1.4742781,0.052123114,Sunflower,FS43435,14
1.5,1.4491206,0.0717759,Sunflower,FS43435,15
1.5,1.3444841,0.06631655,Sunflower,FS43435,16
1.5,1.442225,0.07899915,Sunflower,FS43435,17
1.5,1.6206824,0.10174276,Sunflower,FS43435,18
1.5,1.4521221,0.06712457,Sunflower,FS43435,19
1.5,1.4117246,0.06220796,Sunflower,FS43435,21
1.2,1.3453331,0.0674614,Sunflower,FS43519,8
1.2,1.3280698,0.09771198,Sunflower,FS43519,9
1.2,1.2565483,0.072651915,Sunflower,FS43519,10
1.2,1.2775846,0.068792716,Sunflower,FS43519,11
1.2,1.2448153,0.06308737,Sunflower,FS43519,13
1.2,1.2417277,0.065957725,Sunflower,FS43519,14
1.2,1.1669768,0.07053806,Sunflower,FS43519,15
1.2,1.2022809,0.063558705,Sunflower,FS43519,16
1.2,1.2762092,0.09002323,Sunflower,FS43519,17
1.2,1.2521535,0.09825839,Sunflower,FS43519,18
1.2,1.3477217,0.09211902,Sunflower,FS43519,19
1.2,1.3454618,0.08291555,Sunflower,FS43519,20
1.2,1.1964201,0.11088032,Sunflower,FS43519,21
1.2,1.2175267,0.0995431,Sunflower,FS43519,22
1.2,1.3453943,0.059825588,Sunflower,FS43524,8
1.2,1.2967683,0.085704565,Sunflower,FS43524,10
1.2,1.2851988,0.06377016,Sunflower,FS43524,11
1.2,1.3286504,0.062641695,Sunflower,FS43524,13
1.2,1.2665294,0.07599178,Sunflower,FS43524,14
1.2,1.1692988,0.06728139,Sunflower,FS43524,15
1.2,1.217979,0.06493602,Sunflower,FS43524,16
1.2,1.2870477,0.08581636,Sunflower,FS43524,17
1.2,1.2578644,0.09797796,Sunflower,FS43524,18
1.2,1.3693069,0.0939196,Sunflower,FS43524,19
1.2,1.405951,0.109863356,Sunflower,FS43524,20
1.2,1.1893907,0.07187444,Sunflower,FS43524,21
1.2,1.2921388,0.12452306,Sunflower,FS43524,23
1.5,1.4103206,0.0421512,Sunflower,FS43613,8
1.5,1.4079765,0.04885196,Sunflower,FS43613,10
1.5,1.4289244,0.046764906,Sunflower,FS43613,11
1.5,1.4269471,0.043418366,Sunflower,FS43613,13
1.5,1.4960202,0.051915497,Sunflower,FS43613,14
1.5,1.3933254,0.07369037,Sunflower,FS43613,15
1.5,1.3989891,0.06397192,Sunflower,FS43613,16
1.5,1.3477936,0.06394102,Sunflower,FS43613,17
1.5,1.5277855,0.08164536,Sunflower,FS43613,18
1.5,1.4134526,0.06705689,Sunflower,FS43613,19
1.5,1.3824452,0.10807,Sunflower,FS43613,20
1.5,1.4036441,0.15977667,Sunflower,FS43613,21
1.5,1.3787497,0.11846441,Sunflower,FS43613,24
1.2,1.3156946,0.12473755,Sunflower,FS43797,8
1.2,1.3955774,0.07864722,Sunflower,FS43797,10
1.2,1.3235682,0.1561922,Sunflower,FS43797,11
1.2,1.35954,0.10502869,Sunflower,FS43797,13
1.2,1.2707711,0.11061653,Sunflower,FS43797,14
1.2,1.3864992,0.08903388,Sunflower,FS43797,16
1.2,1.2686801,0.1921665,Sunflower,FS43797,17
1.2,1.5799189,0.1449661,Sunflower,FS43797,18
1.2,1.3514508,0.15756318,Sunflower,FS43797,19
1.2,1.3190159,0.13740626,Sunflower,FS43797,20
1.2,1.211495,0.12699257,Sunflower,FS43797,21
1.2,1.2497325,0.110857606,Sunflower,FS43797,22
1.5,1.4112319,0.04575623,Sunflower,FS43839,8
1.5,1.4101899,0.054096516,Sunflower,FS43839,10
1.5,1.4148374,0.064192064,Sunflower,FS43839,11
1.5,1.4151216,0.048385706,Sunflower,FS43839,13
1.5,1.4605519,0.056685783,Sunflower,FS43839,14
1.5,1.3705062,0.09920478,Sunflower,FS43839,15
1.5,1.3806709,0.070535645,Sunflower,FS43839,16
1.5,1.3329136,0.063064575,Sunflower,FS43839,17
1.5,1.5291182,0.08489879,Sunflower,FS43839,18
1.5,1.3832895,0.0690118,Sunflower,FS43839,19
1.5,1.4151146,0.09322703,Sunflower,FS43839,21
1.5,1.359102,0.120012514,Sunflower,FS43839,24
1.5,1.5211205,0.09233878,Sunflower,FS44245,6
1.5,1.4096576,0.04335462,Sunflower,FS44245,8
1.5,1.4284266,0.07004635,Sunflower,FS44245,10
1.5,1.3825635,0.051002473,Sunflower,FS44245,11
1.5,1.4157759,0.050005928,Sunflower,FS44245,13
1.5,1.4641916,0.055662744,Sunflower,FS44245,14
1.5,1.376576,0.059649374,Sunflower,FS44245,17
1.5,1.4077392,0.06671059,Sunflower,FS44245,19
1.5,1.4237634,0.09487349,Sunflower,FS44245,21
1.5,1.4844923,0.07798882,Sunflower,FS44397,5
1.5,1.5309927,0.084183365,Sunflower,FS44397,6
1.5,1.4132843,0.04467936,Sunflower,FS44397,8
1.5,1.3080053,0.09014745,Sunflower,FS44397,9
1.5,1.4411554,0.06638705,Sunflower,FS44397,10
1.5,1.4503489,0.07750435,Sunflower,FS44397,11
1.5,1.396055,0.04432518,Sunflower,FS44397,13
1.5,1.3827368,0.12523113,Sunflower,FS44397,14
1.5,1.3631907,0.08896445,Sunflower,FS44397,16
1.5,1.4018703,0.07022046,Sunflower,FS44397,19
1.5,1.3944261,0.06846187,Sunflower,FS44397,21
1.5,1.4780097,0.09125253,Sunflower,FS44441,5
1.5,1.5573353,0.100047626,Sunflower,FS44441,6
1.5,1.4133065,0.056982663,Sunflower,FS44441,8
1.5,1.3249903,0.08268212,Sunflower,FS44441,9
1.5,1.4108665,0.07121189,Sunflower,FS44441,10
1.5,1.37585,0.05360452,Sunflower,FS44441,11
1.5,1.414911,0.054367248,Sunflower,FS44441,13
1.5,1.46021,0.05276798,Sunflower,FS44441,14
1.5,1.3510593,0.09490172,Sunflower,FS44441,16
1.5,1.3388793,0.057684578,Sunflower,FS44441,17
1.5,1.3990829,0.06268254,Sunflower,FS44441,19
1.5,1.3836974,0.078426495,Sunflower,FS44441,21
1.5,1.4701787,0.07381255,Sunflower,FS44505,5
1.5,1.4443402,0.0894222,Sunflower,FS44505,6
1.5,1.4662933,0.05713565,Sunflower,FS44505,8
1.5,1.3881718,0.077715196,Sunflower,FS44505,10
1.5,1.4178381,0.05331513,Sunflower,FS44505,11
1.5,1.4077698,0.054814,Sunflower,FS44505,13
1.5,1.4942256,0.056349095,Sunflower,FS44505,14
1.5,1.4705169,0.06962259,Sunflower,FS44505,15
1.5,1.3828864,0.06366515,Sunflower,FS44505,16
1.5,1.3503612,0.05976192,Sunflower,FS44505,17
1.5,1.5980486,0.08656264,Sunflower,FS44505,18
1.5,1.41167,0.06578897,Sunflower,FS44505,19
1.5,1.4307901,0.07754865,Sunflower,FS44505,21
1.5,1.4720988,0.1530188,Sunflower,FS44505,24
1.5,1.4418324,0.08929734,Sunflower,FS44600,5
1.5,1.471357,0.082842045,Sunflower,FS44600,6
1.5,1.4120345,0.039758217,Sunflower,FS44600,8
1.5,1.4349506,0.052487887,Sunflower,FS44600,10
1.5,1.4220369,0.043182794,Sunflower,FS44600,11
1.5,1.4035828,0.045462236,Sunflower,FS44600,13
1.5,1.5018729,0.052306373,Sunflower,FS44600,14
1.5,1.3335654,0.070197694,Sunflower,FS44600,16
1.5,1.4076619,0.06295787,Sunflower,FS44600,17
1.5,1.439496,0.056607768,Sunflower,FS44600,19
1.5,1.3986582,0.0567631,Sunflower,FS44600,21
1.5,1.4388348,0.0722773,Sunflower,FS44627,5
1.5,1.4381818,0.088393055,Sunflower,FS44627,6
1.5,1.4593736,0.058871128,Sunflower,FS44627,8
1.5,1.3869371,0.06885938,Sunflower,FS44627,10
1.5,1.4043431,0.053976525,Sunflower,FS44627,11
1.5,1.415692,0.05435276,Sunflower,FS44627,13
1.5,1.4785621,0.06353985,Sunflower,FS44627,14
1.5,1.4512936,0.06810119,Sunflower,FS44627,15
1.5,1.3666492,0.0634518,Sunflower,FS44627,16
1.5,1.3980392,0.05877034,Sunflower,FS44627,17
1.5,1.624793,0.098467454,Sunflower,FS44627,18
1.5,1.4342865,0.057882477,Sunflower,FS44627,19
1.5,1.3917499,0.05907357,Sunflower,FS44627,21
1.5,1.4133468,0.044550322,Sunflower,FS44646,8
1.5,1.415594,0.059037168,Sunflower,FS44646,10
1.5,1.4288105,0.0504873,Sunflower,FS44646,11
1.5,1.4068338,0.049333006,Sunflower,FS44646,13
1.5,1.5219939,0.049422357,Sunflower,FS44646,14
1.5,1.4779271,0.0746736,Sunflower,FS44646,15
1.5,1.3420874,0.0646647,Sunflower,FS44646,16
1.5,1.4428385,0.07183169,Sunflower,FS44646,17
1.5,1.4488249,0.061008126,Sunflower,FS44646,19
1.5,1.4185513,0.059233505,Sunflower,FS44646,21
